zcta5,obesity_pct,physical_inactivity_pct,totalpopulation,totalpop18plus
24579,35.4,27.7,1304,1023
24580,39.8,28.9,582,453
24586,40.4,30.0,5124,4121
24588,36.0,26.7,9196,7459
24589,38.5,30.5,2092,1653
24590,36.6,24.1,7909,6213
24592,41.3,33.9,13453,10652
24593,37.7,26.2,2132,1627
24594,40.4,31.4,1595,1262
24595,26.2,19.8,522,468
24597,43.8,40.1,1171,945
24598,37.6,28.9,1785,1423
24599,40.3,30.3,621,502
24601,41.4,30.7,59,52
24602,41.0,33.5,787,616
24603,43.5,43.6,804,674
24604,46.7,36.4,167,143
24605,40.0,30.1,9104,7519
24606,41.8,35.7,158,125
24607,36.0,30.8,322,252
24609,39.5,29.9,6620,5396
24612,43.1,34.9,293,261
24613,40.9,31.1,849,682
24614,38.6,33.9,7252,5817
24620,41.1,37.6,2208,1798
24622,42.0,37.2,987,820
24630,40.7,31.1,5971,4737
24631,39.6,30.1,2578,2295
24634,42.1,37.9,446,385
24635,44.7,32.7,766,679
24637,40.4,29.2,3302,2604
24639,40.8,33.9,3099,2548
24641,42.7,34.1,5377,4294
24646,38.0,32.6,607,488
24649,41.1,34.6,2242,1870
24651,39.0,28.2,5976,4885
24656,38.1,33.4,2875,2421
24657,41.5,38.2,258,214
24701,42.0,35.7,19137,15264
24712,34.2,28.0,2174,1855
24714,38.4,28.7,323,262
24715,41.5,35.1,359,283
24716,44.4,37.9,317,262
24719,45.3,36.6,154,124
24724,40.6,34.9,158,130
24726,43.0,36.2,610,477
24729,36.5,28.4,172,148
24731,43.5,39.8,202,168
24733,37.6,28.5,314,258
24736,38.5,31.1,592,465
24737,40.9,35.4,1314,1054
24739,40.3,34.0,13670,10916
24740,41.1,35.7,16238,12851
24747,42.0,37.4,2734,2200
24801,48.1,41.9,5143,4479
24808,47.1,46.9,444,360
24811,46.9,45.9,685,524
24813,45.2,44.7,262,224
24815,45.6,44.2,315,254
24816,51.0,50.4,184,149
24817,43.3,40.9,1383,1089
24818,42.3,35.4,1109,854
24822,43.2,36.9,1086,830
24823,46.2,48.0,317,258
24826,43.4,44.7,98,82
24827,47.9,48.1,1058,839
24828,49.5,49.4,602,480
24830,46.8,47.0,160,141
24831,49.7,48.9,265,209
24834,45.5,42.9,327,256
24836,46.8,47.2,522,453
24839,45.1,40.2,620,520
24843,51.8,50.7,104,76
24844,48.4,47.0,1585,1246
24845,46.6,42.2,525,402
24846,43.6,43.6,316,249
24847,43.9,37.6,259,201
24848,43.9,48.8,82,66
24849,43.6,35.9,278,223
24850,43.7,40.1,90,73
24851,40.0,39.0,324,275
24853,46.5,43.0,725,609
24854,47.3,44.9,860,630
24857,45.2,41.7,1443,1150
24860,42.9,37.3,536,443
24861,51.3,48.7,138,117
24862,48.3,50.0,588,477
24866,44.2,42.0,434,355
24867,43.5,43.4,364,304
24868,49.0,46.8,917,727
24869,44.5,39.4,470,362
24870,42.3,34.9,1852,1432
24871,47.1,45.2,540,449
24872,48.5,50.1,799,653
24873,42.9,40.0,448,347
24874,45.6,41.8,2069,1674
24878,47.8,48.9,382,306
24879,45.9,44.1,399,310
24880,43.9,42.7,248,206
24881,50.3,48.3,400,316
24882,49.9,46.7,501,393
24888,46.3,47.7,127,93
24892,47.0,44.9,1271,1008
24894,44.1,44.0,470,399
24898,46.7,44.3,330,292
24901,38.0,31.3,9145,7506
24910,41.1,36.4,4519,3763
24915,41.8,39.9,515,434
24916,40.5,34.7,412,333
24918,40.8,33.2,1625,1268
24920,40.6,37.3,269,229
24924,39.9,35.4,465,393
24925,38.9,31.5,1042,830
24927,42.7,39.6,369,291
24931,39.8,33.6,1508,1198
24934,41.9,39.3,489,395
24935,38.4,35.8,512,406
24938,38.8,30.6,1477,1185
24941,43.8,39.7,1000,788
24943,40.9,33.9,115,98
24944,42.7,39.6,448,353
24945,40.9,34.6,400,325
24946,38.7,33.6,1289,1109
24951,40.9,34.5,1763,1424
24954,41.1,38.8,3079,2526
24957,39.2,30.8,538,427
24962,37.0,38.7,104,97
24963,41.2,35.1,3697,2944
24966,42.4,38.5,1201,1012
24970,41.3,35.9,3976,3154
24974,42.7,39.6,203,168
24976,43.0,37.2,1008,801
24977,40.5,34.6,465,375
24981,38.6,36.8,529,447
24983,41.4,36.0,1756,1449
24984,41.2,37.9,145,122
24985,40.3,35.5,299,229
24986,38.8,32.6,4529,3735
24991,42.9,36.8,451,363
25003,43.0,32.5,2272,1783
25005,42.1,35.3,241,208
25007,48.7,49.1,538,408
25008,47.5,46.7,243,186
25009,47.5,35.9,1029,826
25011,40.1,33.7,739,596
25015,40.4,34.1,4043,3185
25019,44.1,42.4,538,433
25021,51.1,46.9,260,203
25022,47.8,40.9,87,80
25024,46.4,35.7,455,363
25025,42.7,34.7,139,129
25028,52.2,44.3,308,246
25030,42.7,40.3,394,290
25031,41.1,37.2,832,664
25033,40.3,32.9,2117,1703
25035,40.6,36.4,964,792
25036,42.2,36.8,318,270
25039,40.7,36.5,921,747
25040,39.4,36.0,478,390
25043,42.1,39.3,1247,945
25044,49.6,48.5,221,160
25045,43.2,39.8,4770,3768
25047,46.6,38.2,281,235
25048,47.9,50.3,282,221
25049,46.5,36.8,705,546
25051,47.0,33.7,170,126
25053,46.3,36.0,4227,3343
25054,41.6,38.1,225,164
25057,45.5,40.3,264,219
25059,41.5,37.8,424,352
25060,46.0,46.2,207,158
25061,42.8,37.4,681,522
25062,47.8,48.5,165,127
25063,40.3,37.0,1417,1145
25064,42.3,33.5,9229,7547
25067,42.8,38.1,913,734
25070,40.1,33.4,1873,1434
25071,39.8,32.2,10505,8393
25075,43.2,37.6,602,484
25076,47.0,43.6,279,226
25081,44.9,32.9,1211,993
25082,39.1,29.4,1988,1475
25083,42.7,37.7,475,362
25085,40.0,34.3,650,505
25086,40.1,38.8,792,647
25088,44.0,41.1,100,90
25090,39.4,37.3,238,198
25093,45.5,31.1,159,127
25102,44.7,38.1,265,186
25103,44.0,39.6,358,290
25106,40.7,35.2,518,432
25107,42.5,37.6,552,431
25108,45.7,34.1,599,466
25109,40.1,33.0,527,435
25110,40.6,38.7,436,342
25111,43.7,43.3,480,394
25112,30.7,22.5,245,236
25113,40.3,38.2,763,625
25114,46.8,36.5,530,388
25115,42.7,40.5,77,62
25118,43.7,41.0,474,405
25119,42.1,38.0,367,279
25121,43.0,35.8,899,704
25123,42.5,37.5,3287,2583
25124,41.2,33.5,1219,986
25125,44.1,41.9,878,705
25126,42.9,39.6,170,148
25130,46.1,35.4,3437,2764
25132,41.9,37.5,273,207
25133,41.5,38.3,711,559
25134,41.6,36.6,494,413
25136,43.3,41.1,1366,1138
25139,43.6,38.8,245,185
25140,47.9,48.2,939,721
25141,41.1,35.9,218,159
25142,47.2,37.2,345,272
25143,40.0,32.3,8792,6984
25148,48.2,38.5,314,255
25149,49.0,37.8,245,208
25152,42.0,38.8,306,257
25154,47.7,37.6,778,583
25156,38.2,26.1,59,50
25159,42.1,35.1,4777,3750
25160,43.3,37.0,238,188
25161,43.5,39.8,489,383
25162,43.4,38.3,483,397
25164,41.3,37.6,1136,867
25165,45.0,36.5,566,441
25168,40.3,33.0,2280,1807
25169,47.0,37.1,395,312
25173,44.0,42.6,304,247
25174,48.9,46.2,408,303
25177,41.3,34.1,22870,18234
25180,44.9,41.6,103,87
25181,47.7,37.9,1503,1189
25183,43.6,38.0,83,72
25185,43.8,32.2,1093,1091
25186,39.8,36.3,756,609
25187,42.1,36.8,690,566
25193,46.7,38.8,311,254
25201,41.8,37.9,111,103
25202,41.2,31.5,1445,1110
25203,49.9,37.3,107,85
25204,49.8,44.3,166,118
25205,47.5,40.0,246,206
25206,49.7,43.5,305,234
25208,51.6,46.5,779,641
25209,47.6,41.9,953,753
25211,43.0,40.3,109,86
25213,37.7,27.1,6214,4764
25214,41.0,36.7,477,383
25231,45.5,34.7,78,50
25234,40.7,40.1,939,760
25235,40.4,40.7,983,746
25239,39.6,30.4,1674,1331
25241,40.7,29.8,1668,1313
25243,42.0,39.3,924,724
25244,44.8,38.6,680,561
25245,39.9,31.2,916,734
25247,42.1,38.2,487,397
25248,43.3,35.4,2849,2266
25251,39.9,36.5,491,387
25252,44.0,37.5,1089,880
25253,40.2,34.2,1943,1532
25259,41.5,36.7,770,590
25260,42.9,40.8,1404,1120
25261,42.0,41.4,254,202
25262,39.5,29.1,771,594
25264,41.8,33.1,404,333
25265,39.6,34.6,1457,1120
25266,40.1,37.7,658,551
25267,43.2,37.1,658,546
25268,40.6,39.7,593,495
25270,40.5,38.7,849,684
25271,43.1,35.1,8893,6937
25275,43.0,34.2,2087,1639
25276,42.2,40.8,7226,5746
25285,41.0,35.9,703,551
25286,42.5,38.8,1407,1078
25287,43.6,38.4,1376,1206
25301,46.1,38.9,2908,2547
25302,42.8,34.2,14307,11716
25303,38.6,26.6,6946,5491
25304,36.2,26.7,8466,7200
25306,40.1,32.8,6493,5396
25309,41.4,34.7,13146,10624
25311,42.3,34.7,9487,7809
25312,41.7,35.4,8823,6976
25313,38.6,27.8,12546,10027
25314,34.2,21.8,14673,11356
25315,42.5,38.4,3016,2478
25320,41.5,36.0,5447,4356
25387,46.5,39.1,5215,4027
25401,42.3,37.8,15086,11630
25403,38.6,30.7,15316,11528
25404,39.5,32.2,23034,17610
25405,38.4,30.6,14294,10969
25411,39.2,33.0,12367,10125
25413,36.7,28.6,9299,7028
25414,38.5,26.4,19541,14948
25419,38.1,30.3,11781,9192
25420,38.0,28.0,4402,3431
25422,42.5,40.2,1634,1384
25425,38.6,25.5,13389,10572
25427,37.4,29.2,16219,12493
25428,38.1,29.7,12749,9633
25430,39.2,28.5,8343,6429
25431,37.8,34.4,322,269
25432,35.7,25.2,100,77
25434,39.1,33.3,2382,1968
25437,38.3,31.5,519,418
25438,41.6,31.9,7090,5359
25442,38.0,25.8,2080,1607
25443,34.9,22.9,7852,6486
25444,36.7,29.7,498,394
25446,37.9,25.3,1373,1065
25501,48.6,40.4,1092,838
25502,41.9,35.7,1062,827
25503,42.6,36.1,807,613
25504,44.6,31.5,12972,10496
25505,46.7,39.8,376,285
25506,46.5,36.5,5019,3850
25507,44.3,39.8,1102,851
25508,44.8,36.5,8930,7062
25510,41.8,29.5,5191,4092
25511,47.7,45.7,922,752
25512,44.6,39.9,1066,839
25514,45.7,41.0,3950,2931
25515,39.6,34.7,2062,1668
25517,46.4,41.7,1810,1380
25520,42.4,33.0,1443,1138
25521,48.1,41.2,1019,778
25523,43.5,35.0,2620,2055
25524,46.3,36.0,3437,2711
25526,37.1,26.2,22578,17200
25529,46.3,34.8,915,704
25530,43.0,34.9,5721,4492
25534,45.9,44.4,174,143
25535,42.2,34.3,2249,1794
25537,43.1,29.4,1818,1483
25540,46.3,40.0,285,254
25541,43.1,29.8,9364,7432
25545,42.9,30.0,4682,3646
25547,43.9,35.2,545,454
25550,41.4,37.0,8432,6639
25555,43.7,36.1,2073,1572
25557,46.8,37.3,1320,1034
25559,46.0,35.0,2095,1612
25560,36.3,25.2,9215,7241
25564,45.0,34.0,1213,894
25565,47.0,37.6,668,535
25567,45.8,33.8,894,658
25570,41.7,34.4,5898,4630
25571,45.2,36.1,1999,1569
25573,49.3,43.4,798,656
25601,45.8,41.1,4642,3773
25606,47.2,42.1,1060,786
25607,46.5,40.1,846,687
25608,39.9,39.3,1000,824
25611,42.9,33.6,689,498
25612,43.5,35.9,219,187
25617,48.2,44.2,250,196
25621,41.2,40.5,2104,1703
25624,42.6,36.6,396,317
25625,47.2,40.4,1528,1317
25628,46.7,40.0,478,378
25630,49.5,44.0,523,415
25632,43.6,36.7,740,568
25634,45.5,38.3,1457,1142
25635,43.1,35.6,1203,969
25637,47.9,43.2,983,827
25638,45.2,38.5,758,609
25639,47.8,44.4,579,457
25644,44.3,37.4,441,355
25646,44.3,41.5,677,572
25647,44.7,37.7,608,496
25649,44.0,37.3,1273,1036
25650,41.2,44.6,96,80
25651,44.7,43.5,969,731
25652,45.2,39.9,1472,1191
25653,45.5,36.2,228,181
25654,45.9,40.4,139,117
25661,44.4,43.4,5162,4140
25666,44.8,45.7,198,156
25667,43.8,40.9,545,426
25669,49.8,47.7,689,532
25670,44.3,43.9,3417,2680
25671,45.2,47.0,1450,1124
25672,44.4,45.0,266,208
25674,46.4,47.5,2656,2070
25676,44.6,43.8,1126,883
25678,45.1,45.5,1108,906
25685,44.7,45.2,527,406
25688,44.9,44.9,376,266
25690,42.5,42.0,489,371
25692,45.3,45.3,1231,946
25696,45.0,45.6,1290,1029
25699,49.3,47.6,130,115
25701,45.8,32.6,22342,18529
25702,49.0,38.4,7223,5839
25703,46.6,34.1,4950,4262
25704,43.1,32.9,14975,11789
25705,44.2,29.7,20552,16282
25755,40.8,31.4,1602,1592
25801,44.0,37.4,31369,24885
25810,45.7,39.1,80,61
25811,44.4,39.0,148,125
25812,40.1,38.2,1589,1234
25813,41.7,30.4,7017,5916
25817,44.4,38.4,514,387
25818,43.8,36.7,486,394
25820,38.2,28.2,450,354
25823,43.1,38.3,1044,825
25825,41.6,34.8,2045,1604
25826,43.8,35.3,345,284
25827,39.6,32.7,2077,1651
25831,40.7,36.7,1464,1129
25832,40.7,33.2,4487,3527
25836,42.0,34.4,813,626
25837,34.8,27.2,380,298
25839,42.4,37.4,974,738
25840,39.8,33.6,7290,5732
25841,38.0,29.1,536,427
25843,43.8,38.7,936,757
25844,44.3,39.4,1219,981
25845,43.4,36.5,674,538
25846,43.3,39.9,124,103
25848,43.5,36.3,329,260
25849,45.6,36.2,263,206
25853,43.6,36.5,224,190
25854,39.4,33.4,867,679
25855,40.0,38.0,340,283
25857,42.5,40.0,167,131
25862,38.7,32.8,244,201
25864,40.2,39.2,119,98
25865,44.3,37.9,1649,1278
25866,41.0,36.9,322,253
25868,37.1,28.0,408,323
25870,43.3,35.8,215,184
25871,45.7,41.6,922,686
25873,46.2,42.2,582,473
25875,41.7,36.0,567,447
25876,39.2,31.2,67,56
25878,42.4,35.6,1192,921
25879,39.2,32.3,203,158
25880,43.9,39.0,5340,4203
25882,44.4,36.2,1746,1362
25901,40.8,35.8,10338,7958
25902,40.3,35.5,362,287
25904,40.1,34.2,675,538
25907,44.2,40.0,120,97
25908,46.7,38.2,82,64
25909,43.6,37.2,494,400
25911,46.4,40.5,250,184
25913,42.0,34.6,284,214
25915,43.0,36.5,275,207
25916,42.7,36.7,117,100
25917,41.0,35.4,1887,1464
25918,39.5,30.0,4517,3471
25920,42.9,37.2,211,158
25921,43.0,37.3,2663,2106
25922,41.2,38.8,212,169
25928,45.6,37.3,405,292
25932,43.6,37.3,224,173
25938,40.8,37.1,1403,1124
25942,36.4,26.9,176,126
25951,39.5,38.7,5024,4109
25958,46.6,45.1,633,477
25962,43.0,41.0,3273,2638
25966,41.5,40.8,123,93
25969,39.2,37.4,1177,937
25971,38.3,31.9,1072,838
25972,46.3,44.1,352,272
25976,41.7,40.2,2035,1643
25977,43.2,38.7,62,53
25978,39.2,38.2,609,495
25979,39.1,37.1,744,596
25981,43.2,42.2,738,605
25984,44.5,43.8,1650,1246
25985,40.1,40.5,384,318
25986,42.6,39.6,362,308
25989,37.6,30.4,319,239
26003,39.7,30.5,40591,32732
26030,41.3,35.0,553,460
26031,40.0,35.3,1790,1400
26032,33.4,22.1,994,897
26033,37.4,32.6,2597,2079
26034,42.7,31.7,4451,3614
26035,38.8,26.5,2295,1841
26036,38.3,32.6,437,337
26037,39.5,29.4,6365,5223
26038,35.2,29.3,2793,2280
26039,38.0,33.2,847,652
26040,41.6,38.9,1767,1392
26041,38.5,34.7,15147,12331
26047,44.7,33.3,5718,4690
26050,46.4,37.4,1334,1057
26055,40.3,36.6,1516,1207
26056,45.2,32.4,309,242
26059,39.5,29.1,3164,2501
26060,40.0,29.1,1616,1283
26062,43.6,31.5,21116,17205
26070,41.3,30.9,7820,6400
26074,27.4,19.6,1324,1270
26075,42.2,33.9,495,393
26101,46.8,38.1,28337,22075
26104,43.2,32.9,16763,13487
26105,40.5,28.6,12247,9957
26133,42.3,29.8,1395,1088
26134,42.0,35.2,749,602
26136,41.4,41.8,426,346
26137,42.2,39.2,811,674
26138,42.9,39.0,134,107
26141,41.5,37.6,392,314
26142,44.5,34.0,2455,1912
26143,43.6,35.5,4037,3180
26146,43.6,34.0,1100,906
26147,40.7,41.4,1711,1384
26148,44.4,41.7,158,131
26149,43.0,34.3,2140,1676
26150,42.9,31.4,5811,4574
26151,40.3,40.1,467,377
26152,42.1,41.0,129,112
26155,42.1,36.1,8095,6544
26159,40.5,33.1,2598,2056
26160,43.7,35.7,900,719
26161,44.6,42.0,374,315
26164,43.4,36.5,7674,6016
26167,45.0,40.5,738,600
26169,41.9,30.9,772,625
26170,44.2,33.1,6296,5132
26175,43.0,35.2,3077,2429
26178,43.7,40.6,402,350
26180,42.8,33.8,2199,1786
26181,40.7,27.7,5938,4752
26184,42.9,30.7,2237,1823
26187,40.8,27.7,6209,4911
26201,36.7,34.7,19008,15167
26202,42.7,36.6,568,462
26203,41.2,37.6,341,267
26205,41.3,35.3,3337,2665
26206,42.6,41.2,2623,2036
26208,43.6,40.1,850,676
26209,40.8,39.4,203,172
26210,35.9,34.7,95,81
26215,42.6,46.0,132,100
26217,45.6,46.1,286,248
26218,36.9,35.5,2680,2053
26222,45.0,46.7,477,384
26224,43.1,35.0,176,143
26228,35.4,38.1,110,95
26230,45.0,33.4,90,80
26234,37.1,36.6,1122,890
26237,38.3,38.1,574,430
26238,43.4,36.1,796,646
26241,45.5,33.1,13931,11307
26250,45.2,37.7,5448,4400
26253,46.0,31.6,3229,2526
26254,45.3,32.6,346,277
26257,45.1,32.0,701,545
26259,46.2,31.9,316,274
26260,38.7,32.4,1261,1073
26261,42.8,39.5,2300,1910
26263,42.5,32.8,405,325
26264,39.9,36.0,540,445
26266,44.1,39.9,239,198
26267,42.0,37.2,556,417
26269,39.6,33.3,1001,797
26270,45.0,31.9,666,536
26271,38.9,32.8,239,194
26273,51.8,37.8,1964,1773
26275,46.2,41.3,609,453
26276,43.1,31.8,398,335
26278,44.7,32.2,600,467
26280,51.1,42.3,1490,1155
26282,50.8,44.2,146,118
26283,44.5,32.6,1655,1296
26285,44.0,33.6,492,379
26287,40.1,33.5,2924,2334
26288,42.7,40.0,3439,2811
26291,41.0,39.7,174,153
26292,38.0,34.1,806,670
26293,44.9,32.4,540,435
26294,51.4,43.2,537,463
26296,42.3,33.6,123,106
26298,42.6,36.1,67,60
26301,42.0,33.1,28586,22615
26320,42.1,32.4,719,625
26321,39.5,33.7,332,246
26323,39.6,26.9,371,285
26325,42.8,39.3,255,197
26327,44.9,37.7,56,51
26330,36.7,24.6,15887,12449
26335,43.0,40.3,1100,894
26337,44.0,39.8,1006,817
26338,39.3,34.8,638,513
26339,43.8,36.3,206,163
26342,41.8,36.8,464,371
26343,39.0,35.0,538,410
26346,41.9,35.5,675,554
26347,43.1,35.1,2353,1806
26348,45.5,39.2,206,178
26349,43.4,34.3,181,139
26351,44.7,34.3,4264,3733
26354,42.9,35.8,10421,8320
26361,43.6,34.2,204,149
26362,43.6,39.8,2919,2338
26366,43.9,37.8,85,68
26369,42.5,34.0,596,489
26372,40.9,35.8,702,555
26374,38.6,31.6,1464,1138
26376,42.0,39.3,467,378
26377,43.1,38.2,584,464
26378,39.4,31.8,4246,3366
26384,42.8,36.5,396,332
26385,39.8,30.2,3380,2650
26386,41.1,31.4,1973,1553
26404,42.0,33.4,222,170
26405,41.6,33.7,1155,918
26408,40.7,28.9,2745,2227
26410,38.8,33.8,983,794
26411,42.0,35.6,703,574
26412,42.5,38.2,569,449
26415,41.6,33.7,3598,2998
26416,41.9,34.4,7026,5691
26419,43.5,39.1,761,606
26421,42.3,37.5,232,178
26422,38.4,28.1,332,266
26424,42.7,36.0,199,166
26425,37.3,33.8,994,788
26426,41.0,32.0,6849,5536
26430,42.8,34.9,396,309
26431,41.5,31.3,5759,4481
26435,44.0,37.1,87,65
26436,40.9,36.1,165,125
26437,44.3,39.2,419,336
26438,42.8,34.4,244,194
26440,41.4,35.7,1243,964
26443,42.6,36.2,229,176
26444,38.0,33.2,3228,2517
26447,41.8,36.8,1174,929
26448,42.7,34.5,1154,889
26451,39.4,30.1,449,339
26452,41.0,35.7,9861,7872
26456,40.7,35.1,3134,2486
26463,39.0,29.5,412,312
26501,34.8,25.0,19200,15801
26505,31.4,24.8,39057,34891
26506,20.2,13.4,1328,1328
26508,32.2,21.8,36907,28542
26519,38.2,31.6,1825,1464
26520,37.7,32.1,791,645
26521,32.8,25.7,242,198
26524,37.6,30.4,172,141
26525,39.3,29.4,8542,7364
26534,35.1,27.4,868,731
26537,36.8,31.1,5498,4351
26541,34.9,25.8,3337,2643
26542,36.1,30.5,2439,1916
26543,37.1,26.4,122,103
26544,30.9,27.0,135,106
26546,32.6,23.9,114,91
26547,37.8,30.8,2626,2079
26554,41.8,28.8,42133,33772
26559,41.3,27.8,1369,1068
26560,45.7,36.1,165,136
26562,40.4,36.6,621,508
26563,46.4,34.4,380,288
26568,38.6,28.9,467,363
26570,36.9,28.3,3278,2641
26571,44.1,32.7,1800,1413
26572,46.7,39.5,422,318
26574,45.6,33.5,672,475
26575,43.0,39.7,574,470
26576,46.2,33.7,601,471
26581,44.5,41.7,822,671
26582,45.2,36.3,4597,3713
26585,47.0,41.0,523,411
26586,42.3,29.5,88,76
26587,42.1,33.8,290,243
26588,44.5,33.2,2758,2185
26590,33.2,26.3,702,591
26591,45.8,34.9,1320,1040
26601,42.1,38.6,4220,3458
26610,39.4,32.0,1095,904
26611,43.6,36.0,214,161
26615,43.5,40.7,165,134
26617,42.3,35.4,231,197
26619,42.5,38.7,558,417
26621,43.1,40.8,694,560
26623,40.8,37.6,1048,867
26624,40.0,36.4,2507,2030
26627,41.5,40.7,368,287
26629,42.8,37.4,407,313
26631,44.1,42.1,217,181
26636,40.8,37.5,363,279
26638,42.6,37.3,222,171
26651,40.0,33.7,8774,7024
26656,40.9,39.6,474,344
26660,41.7,34.6,330,253
26662,41.5,38.7,658,532
26667,40.3,39.5,95,83
26671,44.3,37.7,309,272
26676,40.0,35.5,409,345
26678,40.5,32.5,1203,925
26679,40.5,32.9,1753,1414
26680,38.8,31.8,441,334
26681,41.6,35.6,1860,1466
26684,39.8,33.0,179,155
26690,41.3,38.0,468,394
26691,41.3,33.8,468,350
26704,39.3,32.8,5532,4331
26705,38.0,32.1,959,781
26707,41.3,31.8,226,200
26710,40.3,30.9,1967,1558
26711,40.2,34.0,2527,2043
26714,40.2,35.8,565,466
26716,37.5,33.5,656,540
26717,43.3,37.5,1063,832
26719,38.3,27.7,2375,1867
26720,40.7,31.2,186,156
26722,39.6,34.3,702,571
26726,38.8,30.0,13137,10485
26731,43.0,30.3,253,191
26739,42.9,31.3,749,624
26743,39.3,30.0,1436,1160
26750,46.2,39.9,726,557
26753,40.0,31.4,5991,4759
26755,39.4,30.8,571,447
26757,39.3,34.8,6218,4974
26761,39.8,31.6,637,526
26763,39.0,31.9,1577,1234
26764,39.3,35.2,4085,3299
26767,42.0,34.6,644,545
26801,40.0,35.3,1304,1095
26802,38.6,36.6,937,799
26804,38.9,36.5,480,386
26807,35.4,33.3,2426,1995
26808,40.3,36.2,814,685
26810,42.7,36.1,372,317
26812,43.4,38.2,1791,1425
26814,37.5,36.4,407,353
26815,37.4,37.0,581,470
26817,38.6,32.4,403,328
26818,44.9,36.7,986,703
26823,41.7,36.5,150,136
26833,42.5,31.5,2253,1788
26836,43.3,37.9,6331,4943
26845,37.7,28.2,823,636
26847,44.0,35.1,6014,4942
26851,40.6,33.2,2012,1646
26852,40.7,33.9,931,737
26855,42.1,33.6,654,522
26865,40.6,35.2,448,356
26866,35.6,32.2,776,667
26884,38.3,37.0,271,217
26886,38.5,39.1,185,150
27006,31.5,20.7,14963,12107
27007,40.3,27.1,2051,1624
27009,40.8,24.9,2860,2302
27011,36.2,26.3,5210,4128
27012,36.0,20.8,29954,23466
27013,36.3,25.9,6257,4916
27014,36.7,28.0,798,584
27016,37.2,27.3,1693,1424
27017,40.3,28.5,8976,7003
27018,35.5,24.6,7550,6038
27019,38.8,26.4,3768,3096
27020,39.3,32.4,6168,4797
27021,35.9,24.7,17345,13918
27022,37.7,28.0,1399,1151
27023,36.4,19.1,13214,10141
27024,40.2,28.0,2589,2045
27025,36.9,27.7,10769,8779
27027,36.0,29.5,4006,3355
27028,34.8,25.2,26479,20716
27030,41.7,30.6,36995,29382
27040,37.6,21.1,12409,9619
27041,38.9,25.4,7501,5910
27042,38.9,28.3,664,520
27043,37.3,23.6,6322,5070
27045,40.6,23.9,9548,7451
27046,40.0,30.3,1977,1591
27047,39.5,25.6,1169,918
27048,36.8,28.6,7910,6373
27050,38.5,23.0,3929,3152
27051,41.2,25.8,8195,6453
27052,39.2,28.3,9861,8059
27053,36.5,24.6,2883,2359
27054,36.8,24.7,2602,2027
27055,35.6,26.4,14109,11241
27101,45.2,29.1,21654,17833
27103,39.6,23.2,36023,28897
27104,36.1,20.1,30533,24430
27105,50.8,36.5,39977,29010
27106,39.2,23.2,49115,38451
27107,43.8,30.4,49834,36528
27109,25.0,15.2,3120,3102
27110,48.4,38.5,2138,2129
27127,41.8,26.5,39809,30543
27201,32.6,20.3,93,88
27203,42.2,31.8,21869,16445
27205,39.0,26.6,33562,26220
27207,32.3,24.5,3724,2942
27208,33.2,24.1,1790,1426
27209,42.0,34.7,4016,2956
27212,43.7,30.7,2667,2386
27213,35.8,26.1,83,58
27214,38.6,22.8,12417,9347
27215,36.9,22.9,44620,35193
27217,44.0,32.0,39556,29697
27229,40.7,31.7,3228,2348
27231,34.0,23.0,1939,1600
27233,36.3,23.0,3477,2817
27235,30.6,19.2,4876,3857
27239,37.3,28.6,8839,7216
27242,37.0,25.9,1807,1408
27243,31.2,20.6,4622,3653
27244,30.9,18.6,16671,14315
27247,38.1,30.2,111,95
27248,39.4,27.3,4535,3562
27249,36.4,22.2,13537,10758
27252,31.9,23.9,1584,1284
27253,38.5,24.4,32010,24934
27256,32.7,22.8,101,77
27258,39.0,25.3,7088,5487
27259,35.1,25.9,124,101
27260,46.8,38.8,24573,17677
27262,37.2,25.5,25253,20186
27263,38.1,28.6,21613,16923
27265,34.7,20.7,52530,41058
27268,24.0,14.5,1613,1595
27278,31.0,19.7,28846,22405
27281,36.3,25.6,3299,2574
27282,33.9,19.0,15966,12845
27283,35.8,22.2,3056,2538
27284,38.8,22.8,56859,44610
27288,38.7,30.2,23375,18609
27291,36.3,24.6,1559,1304
27292,37.9,28.9,39337,31114
27295,35.8,26.4,39042,30659
27298,39.6,27.6,10583,8290
27299,36.3,24.7,5057,3804
27301,38.8,23.3,10752,8225
27302,36.2,21.9,33237,25589
27305,40.2,28.9,1425,1158
27306,38.2,27.6,6399,5244
27310,32.3,16.5,8331,6130
27311,40.2,30.3,3321,2635
27312,29.1,19.8,21572,17839
27313,37.3,24.4,6792,5492
27314,35.1,24.1,1026,810
27315,38.7,30.2,1892,1549
27316,40.6,29.5,6664,5118
27317,40.9,28.7,17563,13644
27320,38.2,29.0,37843,30056
27325,36.9,28.7,5775,4395
27326,37.2,27.9,3679,2945
27330,38.3,27.9,39489,30109
27332,36.3,25.5,36020,26767
27340,39.9,26.3,149,129
27341,37.7,26.1,5235,4047
27343,36.9,26.3,1656,1371
27344,37.4,34.5,17834,13380
27349,36.9,23.1,6308,4957
27350,39.3,26.2,6550,5120
27351,32.2,22.2,71,53
27355,41.4,31.7,2688,2044
27356,39.0,29.7,2989,2306
27357,35.6,23.2,9190,7166
27358,32.8,18.2,15173,11359
27360,37.9,28.6,47165,36282
27370,38.4,25.5,15119,12072
27371,36.7,24.6,7284,5738
27374,36.2,31.9,376,281
27376,33.2,20.7,9317,7375
