zcta5,obesity_pct,physical_inactivity_pct,totalpopulation,totalpop18plus
77661,38.7,31.5,429,290
77662,37.9,27.5,25462,19486
77663,37.0,35.0,1291,1080
77664,36.8,30.1,2934,2261
77665,37.0,29.2,7080,5310
77701,45.6,38.1,13232,9974
77702,40.7,29.7,2682,2081
77703,51.6,44.9,13357,9455
77705,46.5,36.7,37950,31048
77706,34.8,23.2,29910,23580
77707,41.5,31.9,17509,13311
77708,44.9,33.0,12478,9349
77713,37.5,25.8,14408,11172
77801,34.9,33.3,15097,11630
77802,29.1,23.6,25502,20640
77803,38.7,38.1,30533,21656
77807,31.2,25.1,13140,10123
77808,30.5,23.1,15217,11512
77830,33.7,24.8,2836,2228
77831,34.2,26.1,3517,2759
77833,36.1,27.0,29431,23061
77835,34.3,23.2,2463,2020
77836,36.1,29.2,11721,9149
77837,37.7,30.7,1362,1088
77840,29.0,27.0,55180,47790
77843,24.9,25.0,8701,8673
77845,26.4,18.8,70108,53630
77853,41.1,32.7,1116,861
77855,33.2,32.1,159,125
77856,33.8,26.2,5170,3950
77857,36.6,29.4,985,766
77859,41.9,37.3,7131,5284
77861,33.6,24.6,2850,2246
77863,36.8,30.2,64,55
77864,38.6,34.3,7243,5359
77865,33.8,26.6,1571,1225
77867,37.4,32.1,109,83
77868,39.7,33.6,16647,13203
77871,34.4,29.5,3677,2992
77872,33.3,26.9,1992,1517
77873,33.6,25.0,1450,1135
77875,34.9,24.6,63,52
77878,37.1,31.5,602,476
77879,36.2,28.5,4994,4028
77880,37.8,26.5,1922,1529
77901,40.3,37.9,40062,29841
77904,34.1,26.6,29646,22501
77905,36.4,29.4,15282,11871
77950,36.9,34.6,159,138
77951,39.5,36.0,2246,1582
77954,37.9,32.4,11458,8918
77957,38.8,33.0,8730,6567
77961,35.6,28.5,161,129
77962,37.0,30.1,3425,2593
77963,37.2,30.5,5184,4057
77964,36.3,28.5,8233,6441
77968,33.8,24.1,3398,2493
77969,37.6,28.1,206,147
77970,36.1,29.1,283,217
77971,36.3,28.2,829,631
77974,35.0,26.7,455,370
77975,33.7,25.9,1753,1374
77976,31.1,28.1,68,50
77977,36.0,29.9,667,521
77978,33.9,27.1,621,467
77979,35.0,31.7,16782,12752
77982,33.9,27.6,968,872
77983,32.5,27.6,1732,1397
77984,34.7,26.1,4490,3425
77987,35.2,30.3,161,134
77988,36.8,29.9,353,277
77990,38.4,33.8,661,527
77991,38.2,29.7,428,306
77993,35.6,33.4,166,140
77994,36.0,31.9,309,253
77995,38.3,34.5,9821,7420
78002,34.7,34.1,8876,6480
78003,36.4,30.5,9595,8027
78004,32.4,16.8,518,410
78005,39.4,32.9,823,648
78006,33.5,21.2,40979,31405
78007,38.6,33.3,95,83
78008,40.7,36.1,224,178
78009,38.6,28.0,8715,6681
78010,36.4,29.8,3357,2606
78011,43.9,40.7,1943,1445
78012,39.8,33.1,373,280
78013,35.7,26.0,5868,4713
78014,41.4,42.5,5078,3886
78015,29.1,18.4,20764,15154
78016,40.1,32.3,10530,7883
78017,40.7,36.9,5912,4312
78019,39.4,35.5,1483,1304
78021,38.0,38.4,160,126
78022,41.0,38.7,4343,3399
78023,28.8,20.2,30295,22647
78024,33.2,25.2,1083,909
78025,33.4,26.0,5146,4162
78026,41.8,35.1,6181,4579
78027,33.8,22.0,478,390
78028,34.4,28.7,40789,33854
78039,38.3,30.5,1795,1406
78040,46.1,50.4,36688,25978
78041,41.0,38.0,48491,35776
78043,44.3,44.1,43473,29979
78044,40.5,35.9,200,139
78045,37.6,29.0,65354,46298
78046,44.5,43.2,71956,47575
78050,44.9,39.9,583,424
78052,41.2,33.1,7443,5445
78055,35.4,31.6,1574,1355
78056,37.1,23.9,2116,1702
78057,39.4,33.7,1220,944
78058,32.3,22.5,1304,1072
78059,40.4,33.1,5724,4373
78061,41.6,40.9,10569,8045
78063,35.8,28.4,9302,7638
78064,40.3,31.9,15710,11611
78065,43.9,37.6,12048,8790
78066,35.5,22.6,650,495
78067,43.1,47.6,613,447
78069,40.0,36.4,5803,4212
78070,35.2,21.7,20618,16312
78071,39.3,34.2,4124,3489
78072,38.4,36.8,420,338
78073,37.9,38.9,9550,6839
78074,36.0,25.3,101,85
78075,37.7,34.9,103,75
78076,43.9,46.7,13033,8984
78101,33.6,26.2,9104,7095
78102,40.1,34.2,27289,22115
78107,37.0,30.3,309,252
78108,34.1,22.4,44079,30855
78109,34.6,27.6,52093,37329
78112,35.7,34.8,9591,6821
78113,35.8,28.0,2253,1757
78114,36.0,28.7,22178,16932
78116,33.2,26.6,218,177
78117,33.9,26.1,649,526
78118,38.4,35.4,4899,3879
78119,39.4,35.0,7048,5888
78121,33.9,22.8,15206,11336
78122,40.5,36.9,354,287
78123,36.3,29.3,2291,1865
78124,34.2,26.3,6860,5305
78125,36.0,32.2,57,51
78130,34.9,24.0,88349,66916
78132,33.4,18.8,37475,28449
78133,36.5,24.6,20787,17324
78140,40.0,36.6,3607,2578
78141,36.4,33.6,726,556
78142,36.5,29.1,119,103
78143,37.3,33.6,77,62
78145,37.4,34.8,83,62
78146,36.5,31.3,624,485
78147,38.1,31.2,1825,1349
78148,32.3,26.5,21569,16502
78151,40.1,40.1,1299,957
78152,31.3,24.6,3022,2350
78154,32.8,23.0,41533,31266
78155,36.5,31.0,51772,39893
78159,39.4,36.6,793,613
78160,37.3,30.6,4528,3503
78161,36.7,28.7,699,527
78162,37.7,28.5,301,245
78163,34.3,20.5,13960,10818
78164,36.2,32.8,3464,2728
78201,38.7,41.9,42005,33091
78202,39.3,38.6,11422,8415
78203,41.3,43.6,5872,4297
78204,35.8,35.5,11298,9074
78205,33.0,26.6,2339,2213
78207,43.0,50.8,51705,37932
78208,42.2,43.3,3874,2908
78209,28.3,21.0,42456,34128
78210,39.2,41.6,33010,25495
78211,39.6,45.6,29976,21804
78212,32.2,29.1,26738,22696
78213,35.9,35.1,40589,31129
78214,39.5,44.7,22664,16797
78215,31.2,22.8,3644,3408
78216,33.4,28.6,40172,32298
78217,34.6,30.4,33562,26222
78218,36.1,35.8,36137,27238
78219,38.8,38.8,16509,11713
78220,44.4,47.2,17749,12852
78221,37.3,39.8,39779,28948
78222,36.4,34.8,25028,17962
78223,38.6,39.8,55705,40997
78224,37.3,39.9,21759,15411
78225,39.0,43.7,12576,9602
78226,41.8,48.3,7140,5281
78227,37.9,40.0,46594,33257
78228,39.0,43.2,56369,42301
78229,34.1,32.1,33135,26560
78230,30.2,24.7,42145,34405
78231,27.7,20.3,8993,7261
78232,29.9,22.6,35397,28675
78233,33.8,29.3,49442,37852
78234,25.2,18.5,7464,5951
78235,33.8,30.8,2307,1842
78236,22.6,18.1,9869,9053
78237,42.6,50.9,36019,26171
78238,35.2,34.1,26014,19986
78239,34.4,32.3,31554,23831
78240,32.0,28.4,56112,44843
78242,40.4,44.8,33294,22971
78243,23.7,22.6,235,235
78244,35.9,30.4,35801,25629
78245,33.7,28.5,93031,65401
78247,31.7,24.7,50876,39349
78248,27.5,18.9,13825,11043
78249,30.0,24.4,56996,46602
78250,33.3,27.9,54933,41881
78251,32.9,27.3,58836,44768
78252,35.3,31.1,17156,12046
78253,31.4,23.4,66589,46818
78254,30.7,22.2,72791,50957
78255,28.3,20.2,17775,12969
78256,29.2,23.1,13643,11243
78257,27.7,19.5,12173,10003
78258,27.7,19.9,51073,37969
78259,27.9,20.1,29842,22103
78260,29.0,19.7,37037,26424
78261,29.0,19.7,26971,19309
78263,33.2,29.6,4995,4063
78264,38.1,38.7,14705,10647
78266,32.6,20.5,7534,5881
78330,39.3,31.0,780,566
78332,41.8,42.9,27152,19989
78336,40.9,34.7,12009,9500
78339,44.7,41.8,625,500
78340,37.8,33.7,341,277
78341,42.1,44.4,1420,1140
78342,43.4,46.1,318,252
78343,42.0,36.6,4405,3243
78344,44.6,44.9,278,216
78349,43.7,44.5,325,285
78351,41.7,36.9,578,417
78352,42.5,37.1,254,192
78353,43.7,48.2,377,327
78355,42.3,42.9,6982,5196
78357,37.6,35.0,2858,2090
78358,33.1,27.1,1137,1011
78359,50.5,53.9,1920,1393
78361,44.8,47.4,4842,3514
78362,39.6,30.0,10238,7536
78363,38.3,35.3,29391,22458
78368,44.6,42.2,8726,6640
78369,38.9,39.7,249,191
78370,43.8,38.3,4746,3562
78371,44.1,42.7,281,196
78372,36.7,31.7,5550,4074
78373,35.9,24.4,3134,2758
78374,38.2,28.2,20281,14861
78375,41.7,44.9,3109,2267
78376,41.0,45.2,307,244
78377,41.9,38.4,3547,2696
78379,35.9,31.7,1624,1323
78380,42.2,37.4,23386,17635
78382,35.7,30.0,19432,16201
78383,37.1,30.2,3757,3002
78384,44.9,45.1,5653,4285
78385,37.2,40.4,259,196
78387,43.9,40.2,9936,7422
78389,37.9,33.3,1535,1171
78390,43.0,40.0,5447,4153
78391,39.7,34.0,261,190
78393,37.9,33.4,2137,1699
78401,42.9,37.6,4701,4182
78402,43.0,38.5,625,547
78404,42.3,37.3,15339,12267
78405,46.5,47.2,14151,10588
78406,46.5,45.0,1185,799
78407,46.8,45.2,1649,1277
78408,45.5,43.4,11023,8094
78409,42.5,37.1,2570,1927
78410,39.5,29.6,29545,21503
78411,40.8,33.6,26150,20456
78412,37.0,27.3,38783,31176
78413,37.5,27.5,37531,29269
78414,34.7,22.6,46972,34777
78415,43.6,39.3,38722,28659
78416,44.8,43.5,14103,10665
78417,43.5,38.8,4482,3217
78418,37.3,25.7,31787,24817
78419,34.7,19.4,441,296
78501,43.3,36.3,60817,46136
78503,43.3,36.7,23604,17435
78504,39.6,27.4,56830,41457
78516,44.4,39.9,34506,23928
78520,41.0,38.6,64949,46637
78521,42.8,42.3,88708,62472
78526,38.3,31.7,55164,39073
78535,37.9,33.8,679,513
78536,42.1,39.6,322,269
78537,48.5,45.8,51962,33649
78538,46.8,43.4,12278,8248
78539,40.5,29.9,37686,27997
78541,43.8,34.9,48513,34024
78542,46.2,40.1,84678,56150
78543,43.8,36.4,7535,5280
78545,44.0,45.9,762,531
78547,38.3,38.2,413,285
78548,48.4,54.3,1296,993
78549,47.8,44.8,872,604
78550,40.4,36.7,56038,40541
78552,38.6,33.2,38474,28058
78557,43.8,36.0,13986,9807
78558,48.7,45.7,388,308
78559,41.1,38.5,12533,9181
78560,43.7,38.7,4815,3392
78561,41.9,41.9,768,581
78562,45.5,37.8,3081,2493
78563,38.8,32.7,201,157
78564,43.2,46.8,103,68
78565,47.2,45.3,319,242
78566,40.2,35.7,23704,16555
78567,41.8,41.7,544,394
78569,41.8,41.7,3821,2838
78570,47.2,43.5,32950,22308
78572,42.5,35.4,78280,57376
78573,44.5,38.0,42229,28721
78574,45.5,40.4,63627,42009
78575,35.7,27.0,5270,3878
78576,47.0,43.5,13901,8568
78577,44.8,38.4,79937,55180
78578,38.5,33.2,10076,7779
78579,47.0,42.7,2637,1777
78580,44.4,45.6,13208,10220
78582,44.6,46.3,43253,29817
78583,38.4,34.5,5869,4357
78584,46.5,50.8,19373,13823
78586,42.5,41.1,50135,34992
78588,41.7,40.1,168,132
78589,45.2,39.8,38987,27368
78590,41.9,42.4,468,352
78591,42.3,41.9,341,275
78592,41.8,44.7,765,572
78593,42.1,40.2,5541,3928
78594,42.5,45.3,1796,1374
78595,47.4,44.2,6304,4258
78596,43.0,37.0,37329,27358
78597,32.8,21.7,2479,2199
78598,40.0,39.6,319,286
78599,46.1,40.3,32500,21981
78602,39.7,29.0,33759,25931
78605,36.5,27.7,6246,4816
78606,34.2,23.6,5875,4798
78607,34.6,26.1,180,171
78608,38.3,31.0,519,445
78609,37.9,29.7,1827,1626
78610,34.5,22.7,45134,32650
78611,34.5,26.0,14839,11929
78612,41.2,33.0,16265,12047
78613,31.2,20.0,89279,65230
78614,38.8,34.2,459,366
78615,34.0,25.3,1694,1251
78616,43.7,36.6,11605,7983
78617,39.9,35.7,28832,20324
78618,33.9,27.8,256,208
78619,31.8,17.3,5819,4401
78620,31.7,17.8,20493,15432
78621,39.6,30.7,27275,19884
78622,39.3,30.8,340,266
78623,35.7,23.6,1670,1433
78624,33.0,25.8,23080,18919
78626,34.6,24.7,39935,30122
78628,32.0,21.2,40378,30908
78629,39.9,36.4,12046,8967
78631,34.8,26.3,2698,2207
78632,39.0,31.5,990,769
78633,29.4,22.6,27736,24601
78634,35.3,22.9,37951,26832
78635,37.6,27.2,110,97
78636,35.7,26.2,3894,3244
78638,36.6,28.2,2381,1868
78639,38.1,31.2,8365,6824
78640,36.8,26.3,64539,46590
78641,32.3,20.7,83426,59793
78642,33.4,21.1,20385,14555
78643,36.1,27.9,6453,5407
78644,42.0,32.4,20813,15699
78645,30.3,19.3,14051,11600
78648,41.3,33.1,8167,6099
78650,41.3,32.6,1918,1452
78652,30.2,18.3,5831,4715
78653,34.0,23.8,31167,22094
78654,35.5,28.0,19698,15564
78655,44.3,38.9,2910,2256
78656,43.1,34.4,2596,1964
78657,33.1,23.1,6531,5609
78658,37.3,29.4,69,61
78659,39.1,27.7,3911,3093
78660,31.2,21.1,110955,81919
78661,39.5,28.3,304,237
78662,41.1,31.8,2890,2162
78663,33.8,22.8,815,693
78664,35.7,26.0,60287,45031
78665,33.1,21.7,61577,44605
78666,34.4,26.0,86584,72242
78669,29.6,17.5,12415,9793
78670,35.8,29.0,106,97
78671,34.1,28.2,624,533
78672,34.6,25.9,984,842
78674,35.4,26.7,287,177
78675,36.1,28.0,178,153
78676,33.4,22.2,14713,11995
78681,31.7,20.5,57503,41384
78701,28.6,16.1,11625,11202
78702,31.4,19.7,25910,22281
78703,26.1,12.9,22194,18297
78704,28.1,15.2,49197,43016
78705,26.2,23.9,36535,33982
78712,33.9,26.7,351,334
78717,28.1,18.8,36987,26632
78719,36.0,33.3,2004,1450
78721,34.0,23.1,11316,8958
78722,29.9,16.9,6618,5775
78723,32.0,20.6,34522,27834
78724,37.0,29.6,29680,20454
78725,34.1,23.2,10301,7620
78726,27.7,16.8,15618,11921
78727,26.8,16.8,29928,24335
78728,31.5,20.6,25555,20282
78729,31.1,18.9,31829,25716
78730,26.7,14.7,9403,7349
78731,25.9,14.6,27240,21985
78732,26.6,14.9,19128,13221
78733,25.8,14.1,9347,6596
78734,28.6,17.7,22963,18366
78735,27.1,15.7,20983,17081
78736,29.0,17.5,10165,8257
78737,30.3,16.4,20996,15043
78738,26.4,14.6,29529,21175
78739,26.3,13.8,21854,14661
78741,33.0,24.1,49344,41137
78742,41.2,40.1,964,704
78744,34.6,27.6,51048,38209
78745,30.8,19.5,59843,50855
78746,25.4,13.2,29106,21586
78747,33.2,23.7,21891,16618
78748,30.1,18.4,55226,44456
78749,27.6,15.8,35239,27659
78750,27.9,17.5,28348,21900
78751,26.5,14.7,17071,15525
78752,35.2,26.9,19289,15596
78753,34.7,28.0,58761,44149
78754,31.3,23.2,27020,20901
78756,29.5,15.8,8426,7163
78757,29.0,16.6,23847,19226
78758,33.3,25.2,49831,40187
78759,26.2,15.2,42333,34756
78801,40.6,35.5,21051,15719
78827,47.2,54.3,863,664
78828,37.2,35.7,158,131
78829,50.7,57.0,858,657
78830,46.6,53.0,509,363
78832,37.0,32.0,3127,2572
78833,38.0,35.6,817,671
78834,47.5,49.7,7061,5137
78836,47.5,54.7,85,77
78837,37.0,30.4,216,187
78838,39.0,32.1,264,227
78839,48.3,49.9,7364,5216
78840,38.1,37.3,47147,34573
78843,19.5,11.1,168,167
78850,40.4,30.1,1075,871
78852,44.2,43.0,56712,40055
78860,42.0,43.0,237,172
78861,41.2,33.0,13298,10528
78870,39.9,31.8,868,642
78872,43.9,41.0,1491,1080
78873,37.3,34.3,1559,1301
78877,41.0,40.2,936,700
78879,37.7,34.7,307,252
78880,38.4,37.0,1254,992
78881,40.0,34.3,1853,1441
78883,35.1,29.9,257,226
78884,36.6,32.6,949,819
78885,36.0,30.3,129,108
78886,40.1,32.6,463,363
78931,30.5,21.4,231,183
78932,34.2,25.3,897,723
78933,34.0,26.9,1531,1237
78934,35.9,29.7,6770,5351
78935,36.2,29.2,922,753
78938,34.7,25.1,289,231
78940,32.6,24.7,1974,1668
78941,35.2,28.1,3006,2350
78942,41.3,35.3,8973,6644
78943,40.3,35.3,439,288
78944,33.4,23.2,532,439
78945,33.4,25.4,10483,8168
78946,38.6,29.6,1093,864
78947,37.2,26.3,4828,3671
78948,39.4,31.5,912,741
78949,34.1,26.4,529,450
78950,32.5,23.3,2151,1776
78951,36.8,29.4,78,61
78953,39.5,29.2,1350,1039
78954,33.7,27.0,1144,1005
78956,36.2,31.1,5161,4108
78957,39.8,29.5,10214,8040
78959,40.0,35.7,1723,1323
78962,35.3,28.9,4617,3658
78963,33.0,22.5,988,766
79001,36.0,29.0,218,161
79003,36.9,29.8,166,123
79005,37.8,32.4,1693,1207
79007,35.6,29.3,13819,10130
79009,39.5,37.1,1931,1349
79010,36.3,23.8,506,268
79011,35.2,29.3,253,197
79013,44.4,49.8,2995,2035
79014,33.5,25.4,3281,2324
79015,33.5,21.6,21710,16801
79016,24.6,16.0,668,661
79018,33.9,26.1,508,377
79019,33.2,24.7,1713,1315
79021,36.1,35.6,80,55
79022,37.9,32.1,10835,8052
79024,36.0,30.9,388,313
79025,33.6,40.3,73,55
79027,37.1,32.6,4899,3460
79029,38.0,34.2,16230,11413
79031,41.7,40.2,1188,852
79032,35.6,31.8,125,96
79033,39.1,31.4,97,72
79034,36.2,28.7,521,404
79035,35.6,32.2,5266,3692
79036,34.6,26.7,4643,3661
79039,35.2,26.7,772,588
79040,37.2,31.0,1685,1232
79041,38.2,37.6,2880,2157
79042,35.4,27.0,1190,872
79043,43.8,42.9,1278,968
79044,34.2,26.1,517,359
79045,40.6,39.6,18621,12961
79046,34.9,27.8,451,358
79052,42.8,41.4,1102,829
79053,36.6,32.4,92,84
79054,35.6,28.0,505,373
79056,34.5,28.3,93,72
79057,34.8,30.4,966,759
79059,33.8,23.4,764,574
79061,36.7,30.9,275,219
79062,37.0,29.4,227,161
79063,37.6,32.0,667,476
79064,39.8,37.1,2456,1751
79065,38.3,31.7,19750,14966
79068,33.2,22.7,3054,2286
79070,39.8,33.5,9671,6758
79072,39.4,37.0,25590,19032
79078,35.7,30.1,333,278
79079,36.7,30.3,2461,1857
79080,36.0,27.3,528,407
79081,37.1,31.4,3742,2656
79082,40.0,37.0,342,236
79083,36.0,27.3,2321,1744
79084,35.8,28.5,2236,1577
79086,36.9,31.2,2122,1493
79087,35.2,28.0,720,517
79088,40.4,36.7,5331,4047
79091,34.7,20.9,117,84
79092,35.7,29.0,1121,870
79095,38.9,32.8,2293,1717
79096,38.0,32.1,2033,1523
79097,35.6,26.8,1093,838
79098,36.5,29.9,526,383
79101,39.1,38.1,2307,1964
79102,42.2,36.1,9252,6925
79103,42.4,36.7,10532,7438
79104,43.9,40.1,7166,5117
79106,39.6,31.0,27692,21187
79107,46.1,43.3,37480,27172
79108,39.7,30.5,12117,9248
79109,35.5,24.1,42509,32838
79110,36.9,26.4,18285,13511
79111,41.1,32.9,1612,1130
79118,35.9,24.2,27608,20259
79119,32.5,19.1,21147,16090
79121,33.6,22.1,6601,5313
79124,34.4,22.4,11585,8973
79201,36.2,29.2,6702,5353
79220,37.9,33.0,115,88
79225,38.0,31.7,774,596
79226,34.8,28.8,2858,2270
79227,39.5,35.5,1143,932
79229,37.9,31.9,361,281
79230,37.9,33.5,149,101
79233,40.2,35.1,146,109
79234,35.2,29.9,96,76
79235,40.2,37.7,3296,2378
79236,38.9,30.1,202,143
79237,35.3,28.6,405,322
79239,38.3,34.6,103,85
79240,35.0,29.6,62,53
79241,38.0,35.5,2014,1490
79243,38.1,32.5,81,60
79244,34.6,28.9,649,503
79245,39.4,34.5,2192,1693
79248,39.7,35.0,1367,1083
79250,37.9,34.0,1281,960
79251,38.7,32.0,59,50
79252,37.6,30.9,2847,2201
79255,40.1,34.3,477,353
79256,35.1,28.5,287,234
79257,38.6,34.3,948,748
79261,39.1,34.0,384,313
79311,34.4,27.8,3479,2498
79312,41.5,38.5,934,700
79313,36.9,33.0,1394,1044
79316,41.6,38.5,10619,7730
79322,40.9,38.2,1720,1288
79323,37.2,32.2,6541,4647
79325,37.8,34.5,2283,1709
79329,36.2,29.1,3214,2290
79330,35.6,32.2,169,153
79331,40.1,37.8,11825,9016
79336,36.7,33.9,15953,11776
79339,40.8,36.5,6744,4988
79342,37.2,33.2,322,230
79343,41.5,38.1,1325,955
79345,39.2,33.3,857,620
79346,42.6,42.4,2095,1493
79347,38.8,35.9,7169,5031
79350,36.6,30.7,341,244
79351,37.2,33.1,1061,787
79355,40.6,36.0,1867,1340
79356,41.5,37.6,5695,4676
79357,39.2,35.4,1972,1445
79358,33.8,27.5,1335,1014
79359,38.5,35.2,2800,1991
79360,35.5,30.7,17803,11436
79363,34.0,24.4,6259,4406
79364,39.4,35.2,7985,5909
79366,31.8,22.4,1189,948
79367,33.9,28.7,594,450
79369,41.5,38.4,83,59
79370,38.5,33.0,1417,1121
79371,40.6,36.8,1331,933
79372,35.6,30.4,1247,865
79373,40.2,35.2,3068,2181
79377,34.4,30.3,276,172
79378,38.7,31.8,241,156
79379,42.4,40.8,448,313
79380,35.7,28.8,119,92
79381,37.6,29.0,1297,910
79382,34.4,24.2,8449,6097
79383,35.8,32.2,75,65
79401,35.4,30.4,8775,7888
79403,43.9,41.2,15604,11512
79404,43.4,39.6,9956,7594
79406,25.5,22.4,6848,6582
79407,34.3,25.7,23208,18267
79410,34.1,25.6,8615,6949
79411,41.1,36.8,7297,5577
79412,42.0,38.8,14834,10746
79413,35.8,28.6,20962,15881
79414,37.1,29.8,17537,13261
79415,40.1,39.4,17499,13750
79416,34.9,27.1,36251,27947
79423,34.8,24.6,42311,31188
79424,32.3,21.8,53479,40545
79501,37.7,30.9,3594,2769
79502,36.0,31.9,1087,870
79503,39.7,34.4,224,183
79504,36.7,28.6,2980,2351
79505,36.7,32.0,223,166
79506,36.2,30.1,653,545
79508,31.7,20.5,1256,942
79510,36.0,25.7,7985,6200
79511,35.1,27.5,1182,855
79512,39.1,32.2,7974,6422
79517,34.4,24.8,212,153
79518,32.8,24.0,107,91
79519,35.8,27.5,70,56
79520,37.5,30.1,2169,1653
79521,35.3,30.4,3672,2956
79525,35.7,26.2,2902,2187
79526,39.9,34.9,1071,824
79527,35.9,26.2,360,275
79528,31.7,25.3,595,472
79529,38.6,33.7,1272,963
79530,34.8,25.9,587,450
79532,38.1,33.3,796,632
79533,35.4,26.5,417,312
79534,35.2,26.6,208,162
79535,36.9,28.2,165,137
79536,36.5,29.1,5133,3897
79537,35.0,30.0,69,55
79538,36.0,29.1,243,219
79539,39.0,36.5,151,131
79540,35.3,33.0,101,82
79541,35.0,25.9,943,681
79543,35.0,26.5,1005,753
79544,38.7,35.8,434,330
79545,36.4,29.8,1772,1251
79546,37.1,31.5,1798,1431
79547,38.8,35.7,666,521
79548,38.2,35.9,165,139
79549,38.2,30.9,15456,11539
79553,42.8,39.4,3202,2398
79556,40.8,36.6,12644,9512
79560,33.6,27.5,143,104
79561,35.7,28.1,674,498
79562,32.7,21.3,5264,3824
79563,37.4,31.3,1152,893
79565,38.6,32.0,252,182
79566,32.4,27.5,245,201
79567,38.7,35.8,3113,2382
79601,35.6,27.7,26515,22487
79602,34.7,24.9,25389,18955
79603,39.9,35.0,23746,17312
79605,35.0,27.6,30239,22874
79606,31.7,22.2,27818,21526
79607,31.6,18.3,2983,1888
79699,24.6,18.0,169,164
79701,40.8,36.2,29748,21380
79703,36.5,28.3,21205,15372
79705,34.4,23.6,44138,32213
79706,35.4,25.7,31805,22004
79707,33.9,23.6,37632,27987
79713,34.8,28.9,592,420
79714,36.2,30.9,18588,12939
79718,41.3,45.6,668,535
79719,38.5,38.6,300,228
79720,38.6,32.8,31948,24318
79721,44.7,40.0,1660,1660
79730,40.1,39.5,218,168
79731,39.6,36.1,4496,3199
79733,35.7,24.3,225,156
79734,38.4,32.9,1811,1557
79735,40.7,38.2,13088,10069
79738,33.6,24.4,295,216
79739,33.8,23.8,885,643
79741,39.4,32.9,298,225
79742,37.6,35.0,457,338
79743,41.0,36.6,324,215
79744,41.0,37.3,1164,831
79745,37.7,33.6,6857,4941
79748,37.2,29.0,103,77
79749,35.4,27.7,379,245
79752,43.9,42.4,2226,1632
79755,39.9,30.6,160,114
79756,37.9,33.9,10318,7508
79758,36.0,23.6,2898,2162
79759,40.6,35.0,81,57
79761,40.3,33.3,30187,22437
79762,37.9,27.8,40253,30029
79763,42.5,37.5,39767,28409
79764,40.4,33.4,26271,18641
79765,36.3,24.9,21163,14690
79766,40.4,34.7,9688,7018
79772,41.5,41.3,13867,10922
79777,38.4,37.0,105,81
79778,37.5,29.6,892,671
79780,41.5,45.4,101,76
79781,39.9,35.8,222,185
79782,35.7,29.6,4641,3321
79783,34.5,27.5,142,87
79785,38.6,45.4,68,57
79788,37.4,33.0,438,309
79789,36.8,29.0,927,656
79821,35.6,35.5,6416,4846
79830,33.7,25.2,7621,6135
79832,23.2,17.2,471,458
79834,32.5,20.2,150,138
79835,34.9,36.4,12456,9182
79836,37.7,41.8,7217,5067
79837,40.4,40.3,389,334
79838,35.9,41.1,7895,5738
79839,42.1,45.8,1113,798
79842,32.3,24.5,445,376
79843,40.1,36.5,2275,1868
79845,44.6,49.5,3717,2698
79847,40.6,39.4,151,131
79848,34.5,26.7,696,558
79849,38.3,43.4,14310,10070
79851,36.9,32.8,1339,1252
79852,32.6,23.0,712,613
79853,37.8,44.4,3638,2522
79854,38.8,35.0,163,139
79855,40.8,41.0,2071,1623
79901,43.8,57.1,10027,7853
79902,33.0,33.2,20071,16834
79903,36.9,42.2,16425,13373
79904,36.9,39.7,31491,23194
79905,41.3,52.8,22483,16862
79906,32.5,25.3,5336,3091
79907,37.2,42.9,50971,38960
79908,32.5,22.9,3583,1882
79911,29.1,22.6,8023,5788
79912,30.2,26.1,78652,61771
79915,37.9,46.2,35234,27140
79916,24.4,23.0,3800,3713
79918,22.4,17.8,362,344
79922,28.6,23.7,8133,6376
79924,33.9,34.3,58721,44237
79925,32.6,32.8,38422,30744
79927,35.7,39.2,40290,29587
79928,34.4,31.7,78971,52952
79930,37.4,42.4,24553,19520
79932,31.3,27.5,29996,22060
79934,31.0,24.4,29386,20645
79935,34.2,35.2,17534,13489
79936,33.0,31.1,105150,80995
79938,32.1,27.7,96353,66305
80002,24.8,14.9,20267,16474
80003,26.0,16.8,36258,28686
80004,23.0,14.0,36076,29151
80005,22.4,12.2,28742,22599
80007,21.7,10.4,17997,13096
80010,35.1,29.6,42303,30746
80011,33.4,27.5,54254,39327
80012,30.0,23.7,49897,38221
80013,27.7,20.0,75099,56866
80014,25.2,18.9,41711,34450
80015,24.9,15.7,71466,52706
80016,23.6,14.4,65406,47402
80017,29.6,22.5,37637,28298
80018,26.8,17.1,16106,11368
80019,33.8,20.3,3865,2815
80020,23.0,13.9,52141,41115
80021,22.1,11.9,36176,30347
80022,35.3,26.2,57432,40167
80023,22.9,12.9,25964,19044
80024,34.4,26.8,170,123
80025,16.4,8.4,212,178
80026,17.4,11.9,32318,24996
80027,15.9,9.9,34413,26369
80030,33.9,25.4,15885,12346
80031,29.7,19.1,37254,29561
80033,24.3,15.6,26618,22184
80045,31.1,20.7,1278,1208
80101,27.2,20.1,415,315
80102,31.0,20.6,6520,4906
80103,29.1,20.4,2704,2018
80104,26.6,14.4,34727,25927
80105,27.7,20.0,1771,1312
80106,26.7,17.1,4547,3655
80107,24.8,15.6,13766,10737
80108,25.9,13.5,32188,23480
80109,27.0,14.1,27148,19109
80110,27.2,19.5,23279,18875
80111,21.9,12.7,32672,24702
80112,23.2,13.4,35713,28009
80113,24.4,15.3,22821,18820
80116,26.2,14.4,4716,3757
80117,25.2,16.6,2751,2181
80118,25.6,13.5,6057,5024
