zcta5,obesity_pct,physical_inactivity_pct,totalpopulation,totalpop18plus,gym_count,gyms_per_10000_adults
48426,41.4,33.4,895,695,0.0,0.0
48427,39.7,30.7,2599,2032,0.0,0.0
48428,34.0,22.4,4897,3945,0.0,0.0
48429,38.1,25.9,8445,6871,0.0,0.0
48430,33.8,20.5,39594,31139,0.0,0.0
48432,39.6,29.3,607,487,0.0,0.0
48433,37.3,24.6,26688,20865,0.0,0.0
48434,41.3,30.5,104,72,0.0,0.0
48435,39.2,26.7,2075,1606,0.0,0.0
48436,36.1,21.9,3758,3000,0.0,0.0
48437,37.6,28.3,619,527,0.0,0.0
48438,35.8,21.3,7074,5511,0.0,0.0
48439,35.3,21.4,51719,40253,0.0,0.0
48440,34.3,21.1,192,156,0.0,0.0
48441,39.2,29.7,3837,3043,0.0,0.0
48442,33.4,21.0,21803,17063,0.0,0.0
48444,37.4,29.4,9420,7326,0.0,0.0
48445,38.8,28.5,1355,1094,0.0,0.0
48446,36.1,26.5,30788,24751,0.0,0.0
48449,38.0,24.6,2945,2312,0.0,0.0
48450,39.2,29.2,4199,3588,0.0,0.0
48451,34.8,21.0,16033,12491,0.0,0.0
48453,40.3,30.9,4956,3802,0.0,0.0
48454,40.8,29.9,1263,991,0.0,0.0
48455,33.4,21.7,8166,6602,0.0,0.0
48456,39.4,29.5,782,628,0.0,0.0
48457,39.6,29.5,8186,6315,0.0,0.0
48458,44.3,33.6,19699,15196,0.0,0.0
48460,37.0,26.9,2341,1804,0.0,0.0
48461,36.2,25.8,8302,6197,0.0,0.0
48462,32.2,18.8,13080,10458,0.0,0.0
48463,37.8,25.6,4423,3622,0.0,0.0
48464,36.3,26.6,2077,1661,0.0,0.0
48465,40.6,30.3,575,452,0.0,0.0
48466,40.4,30.1,1514,1182,0.0,0.0
48467,38.6,29.5,2228,1941,0.0,0.0
48468,37.8,29.0,1234,1064,0.0,0.0
48469,39.0,29.2,1198,1022,0.0,0.0
48470,38.6,27.3,760,610,0.0,0.0
48471,39.6,29.3,5668,4506,0.0,0.0
48472,41.7,33.7,1691,1243,0.0,0.0
48473,37.1,24.1,22035,17505,0.0,0.0
48475,38.4,27.5,2691,2092,0.0,0.0
48476,38.7,26.6,706,563,0.0,0.0
48502,47.5,35.9,1478,1255,0.0,0.0
48503,48.9,37.6,21743,16824,0.0,0.0
48504,51.6,39.7,24266,18054,0.0,0.0
48505,54.6,44.7,17685,12977,0.0,0.0
48506,44.2,34.0,25069,19235,0.0,0.0
48507,43.3,31.4,30149,22853,0.0,0.0
48509,39.4,27.5,9568,7643,0.0,0.0
48519,39.4,27.1,7825,6250,0.0,0.0
48529,44.7,34.2,9560,7333,0.0,0.0
48532,41.9,29.3,19247,15351,0.0,0.0
48601,46.9,43.3,32165,23813,0.0,0.0
48602,42.2,37.4,27613,20602,0.0,0.0
48603,32.8,26.9,27492,22323,0.0,0.0
48604,36.6,31.7,12386,9459,0.0,0.0
48607,46.6,43.4,1456,1251,0.0,0.0
48609,33.3,27.4,12082,9909,0.0,0.0
48610,40.0,30.1,3266,2720,0.0,0.0
48611,35.5,22.0,6482,5122,0.0,0.0
48612,40.3,28.4,9135,7433,0.0,0.0
48613,38.4,26.9,1037,829,0.0,0.0
48614,34.5,28.3,1226,1006,0.0,0.0
48615,35.5,25.4,2917,2283,0.0,0.0
48616,34.5,28.8,7458,5861,0.0,0.0
48617,40.5,29.5,8902,6594,0.0,0.0
48618,36.1,27.4,5299,4183,0.0,0.0
48619,36.8,30.3,523,452,0.0,0.0
48620,33.4,24.0,99,83,0.0,0.0
48621,36.0,31.1,1282,1018,0.0,0.0
48622,39.7,28.6,6364,5063,0.0,0.0
48623,32.7,22.6,15105,11790,0.0,0.0
48624,40.4,29.9,15739,12669,0.0,0.0
48625,41.2,31.6,12993,10702,0.0,0.0
48626,33.1,25.1,5962,4727,0.0,0.0
